ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wp_page_template,Meta: fb_product_item_id,Meta: fb_visibility,Meta: _wc_facebook_sync_enabled,Meta: fb_product_description,Meta: _wc_facebook_product_image_source,Meta: fb_product_image,Meta: fb_product_price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _yoast_wpseo_primary_product_cat,Meta: _yith_wcbm_badge_from_date,Meta: _yith_wcbm_badge_to_date,Meta: fb_product_group_id,Meta: _wc_facebook_commerce_enabled,Meta: _yith_wcbm_badge_schedule,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_indexnow_last_ping,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_fb_product_set,Meta: _yoast_wpseo_primary_product_brand,Meta: _wp_old_date,Meta: _yoast_wpseo_opengraph-title,Meta: _yoast_wpseo_opengraph-description,Meta: _yoast_wpseo_opengraph-image,Meta: _yoast_wpseo_opengraph-image-id,Meta: _yoast_wpseo_metadesc,Meta: _yoast_wpseo_twitter-description,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: fb_rich_text_description,Meta: fb_brand,Meta: fb_mpn,Meta: fb_size,Meta: fb_color,Meta: fb_material,Meta: fb_pattern,Meta: fb_age_group,Meta: fb_gender,Meta: fb_product_condition,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Meta: _wp_desired_post_slug,Meta: yith_wcbm_badge_options_schedule,Meta: yith_wcbm_badge_options_security,Meta: yith_wcbm_badge_options_schedule_from,Meta: yith_wcbm_badge_options_schedule_to,Attribute 4 default,Meta: _oembed_3a1aea8bf90fd50d4b2f46b28e4c9756,Meta: _oembed_ccf759f70b721a0ed28e9a480edbf902,Meta: _oembed_8a7f2ecc928babb54b1fe347cdd1a103,Meta: _oembed_time_8a7f2ecc928babb54b1fe347cdd1a103,Meta: __is_newly_created_product,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global
47583,simple,JL38,,Danish Oak Wegner GE236 Sofa,1,0,visible,"Desede DS35-31 Executive Office Chair. Original patinated leather with hand stitching detail and self correcting swivel mechanism. Pair available - one chair is available to view in Surry Hills, and one in Byron Bay. Price is per chair.",,,,taxable,,0,0,,0,0,,,,,0,,,7800,"Sofas > 2-4 Seater sofas, Designers, Designers > Hans Wegner, New, On Sale, Sofas",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/JL38_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/JL38_2.jpg",,,,,,,,,0,,Designer,Hans Wegner,1,1,default,5.94548E+15,yes,yes,,product,,,Producer,Getama,1,1,Country,Denmark,1,1,Materials,"Fabric, Oak",1,1,Year,1950's,1,1,,,,,,[],"[""""]",707,9/11/2021,22/11/2021,5.94548E+15,no,1,0,1668213727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47586,simple,5-828,,Double Leaf Extension Dining Table in South African Merbau,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,3250,"Tables > Dining tables, New, On Sale, Tables",,,https://vamptvintagedesign.com/wp-content/uploads/2022/11/5-828_1.jpg,,,,,,,,,0,,Materials,Merbau,1,1,default,5.34214E+15,yes,yes,,product,,,Dimensions,213-304cm x 123cm x 73cm(H),1,0,,,,,,,,,,,,,,,,,,[],"[""""]",667,9/11/2021,22/11/2021,5.34214E+15,no,1,0,1668315558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47588,simple,ConAD20,,Victoria and Albert Sofa by Ron Arad for Moroso,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,9800,"Sofas > 2-4 Seater sofas, Consignment, Sofas",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/MOROSO2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/ConAD20_2.jpg",,,,,,,,,0,,Designer,Ron Arad,1,1,default,5.46486E+15,yes,yes,,product,,,Producer,Moroso,1,1,Country,Italy,1,1,Dimensions,250cm x 95cm x 107cm(H),1,0,Year,2000,1,1,,,,,,[],"[""""]",707,27/09/2024,6/10/2024,5.46486E+15,no,1,1,1728361822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47592,simple,IA1059,,Danish Modular Corner Sofa by Jens Juhl Eilersen for Niels Eilersen,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,4470,7450,"Sofas > Modular sofas, On Sale, Sofas",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/IA1059_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/IA1059_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/IA1059_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/IA1059_4.jpg",,,,,,,,,0,,Designer,Jens Juhl Eilersen,1,1,default,5.707E+15,yes,yes,,product,,,Producer,Niels Eilersen,1,1,Country,Denmark,1,1,Materials,Original wool upholstery,1,1,Dimensions,265cm x 265cm x 36cm(Seat Height),1,0,,,,,,[],"[""""]",860,9/11/2021,22/11/2021,5.707E+15,no,0,1,1738288730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47599,simple,5-819,,Don Rex Teak 'Vodder-style' Sideboard,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,5950,"Designers, New, Storage > Sideboard, Storage",,,https://vamptvintagedesign.com/wp-content/uploads/2022/11/5-819-Don-Rex-sideboard.jpg,,,,,,,,,0,,Producer,Don Rex,1,1,default,8.13899E+15,yes,yes,,product,,,Country,Australia,1,1,Materials,Teak,1,1,,,,,,,,,,,,,,[],"[""""]",896,9/11/2021,22/11/2021,8.13899E+15,no,1,1,1711515251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47602,simple,SYS300,,Brazilian Rosewood Sideboard – Eternity Design Collection,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,14500,"Designers, Eternity Design Collection, Storage > Sideboard, Storage",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/SYS300_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/SYS300_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/SYS300_1.jpg",,,,,,,,,0,,Country,Brazil,1,1,default,5.69657E+15,yes,yes,,product,,,Materials,Brazilian Rosewood,1,1,Dimensions,265cm x 48cm x 72cm(H),1,0,,,,,,,,,,,,,,[],"[""""]",896,9/11/2021,22/11/2021,5.69657E+15,no,1,0,1699229261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47607,simple,ConAD159,,'Falcon-style' Chair & Footstool,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,1850,"Chairs, Consignment, Chairs > Footstools, Chairs > Lounge chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/falcon_1-e1691562899428.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/falcon_1-e1691562899428.jpg",,,,,,,,,0,,,,,,default,5.92562E+15,yes,yes,,product,,,,,,,,,,,,,,,,,,,,,,,,[],"[""""]",555,23/11/2023,26/11/2023,5.92562E+15,no,1,0,1700758940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47614,simple,,,Red Bardot Sofa,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,5800,"Sofas > 2-4 Seater sofas, Designers > Jaime Hayon, Sofas",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/sofa1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/sofa2.jpg",,,,,,,,,0,,Designer,Jaime Hayon,1,1,default,8.19673E+15,yes,yes,,product,,,Producer,Bernhardt Design,1,1,Country,USA,1,1,Materials,Red wool,1,1,,,,,,,,,,[],"[""""]",707,20/12/2024,20/01/2025,8.19673E+15,no,1,1,1737683227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47618,simple,NicVAD27,,Strips 4 Piece Modular Sofa by Cini Boeri for Arflex (Italy),1,0,visible,"The Strips sofa, designed by Italian architect Cini Boeri in 1968 is one of Arflex’s most iconic collections and is a widely celebrated design. It has been awarded the Compasso D’Oro prize and is displayed in galleries and museums around the world, such as La Triennale di Milano. Consisting of 4 pieces - 2 x arm rest and 2 x single, there are endless configuration possibilities. In original quilted upholstery which has some marks and wear in some spots as pictured. Currently located at our Byron Bay Showroom.",,,,taxable,,0,0,,0,0,,,,,0,,,15950,"Sofas > Modular sofas, Sofas",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-9.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-13.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-15.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-14.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-12.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-11.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-10.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-8.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-7.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-9.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/strips-2.jpg",,,,,,,,,0,,Designer,Cini Boeri,1,1,default,5.68733E+15,yes,yes,,product,,,Producer,Arflex,1,1,Country,Italy,1,1,Materials,Original upholstery,1,1,Dimensions,"•2 x armless 930mm W x 960mm D x 580mm H. Seat height 400mm
•1 x left armrest 1220mm L x 960mm D x 580mm H. Seat height 400mm
•1 x right armrest 1220mm L x 960mm D x 580mm H. Seat height 400mm",1,0,,,,,,[],"[""""]",860,14/11/2021,28/11/2021,5.68733E+15,no,0,0,1698897180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47640,simple,GALP-02,,Restored Brazilian Rosewood Sideboard by Novo Rumo - Eternity Design Collection,1,0,visible,,,,,taxable,,1,1,1,0,0,,,,,0,,,19750,"Consignment, Eternity Design Collection, Storage > Sideboard, Storage",,,https://vamptvintagedesign.com/wp-content/uploads/2022/11/GALP-02_1.jpg,,,,,,,,,0,,Country,Brazil,1,1,default,8.73273E+15,yes,yes,,product,,210,Materials,Brazilian Rosewood,1,1,Producer,Novo Rumo,1,1,Dimensions,2500mm L x 470mm D x 790mm H,1,0,,,,,,,,,,[],"[""""]",2462,14/03/2023,28/03/2023,8.73273E+15,no,1,1,1715997019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47647,simple,SYS312,,Presidencial Lounge Chair by Jorge Zalszupin (pair available) Eternity Design Collection,1,0,visible,"*2 X CHAIRS ON HOLD* Strong, distinctive, and luxurious, the Presidencial Lounge Chair was created in 1959 by celebrated Polish-Brazilian architect and designer Jorge Zalszupin for L'Atelier. Constructed with Brazilian Jacaranda Rosewood Veneers in an unusual bentwood design. Jorge Zalszupin, who arrived from Poland in 1949, created consistently sleek and elegant chairs, tables and case pieces using the South American country’s vibrantly grained tropical hardwoods. While Zalszupin cannot be said to have had a signature style, his furniture designs all share a characteristic simplicity and purity of line and form. His work is often compared to that of Danish designers, most especially in their shared commitment to quality construction. We have a pair of Presidencial Lounge Chairs available. Price is per chair.
\nNew upholstery will be happening. See thumbnail for how they will look when completed.",,,,taxable,,0,0,1,0,0,,,,,0,,,,"Chairs, Consignment, Eternity Design Collection, Designers > Jorge Zalszupin, Chairs > Lounge chairs, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-18.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-17.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-29.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-30-scaled.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-35.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-23.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-26.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-8.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-10.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-13.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/11/president-12.jpg, https://vamptvintagedesign.com/wp-content/uploads/2023/02/presidential2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2023/02/presidential.jpg",,,,,,,,,0,,Designer,Jorge Zalszupin,1,1,default,5.82816E+15,yes,yes,,product,,210,Country,Brazil,1,1,Materials,"Brazilian Rosewood, wool upholstery",1,1,Year,1960's,1,1,,,,,,,,,,[],"[""""]",555,5/12/2023,5/01/2024,5.82816E+15,no,1,1,1713242344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47693,simple,SYS287,,Tonico Lounge Chair by Sergio Rodrigues. Brazil. Pair available - Eternity Design Collections,1,0,visible,"This piece is currently featured in the new TV show  ‘Growing Home with Jamie Durie’ showing on Channel 7 and 7 plus at 830pm on Friday nights.
\n
\nFollow Jamie and Ameka’s journey as they create the ultimate off grid home.
\n
\nInstagram - @growinghomewithjamiedurie
\n
\nWebsite – <a href=""https://www.growinghomewithjamiedurie.com.au/"">https://www.growinghomewithjamiedurie.com.au/</a>
\n
\n“The piece of furniture is not just the shape, not just the material which is made but also something inside it. It's the piece's spirit. It's the Brazilian spirit. It's the Brazilian furniture” Sergio Rodrigues (September 22, 1927 – September 1, 2014) was a Brazilian architect and designer. Along with Joaquim Tenreiro and José Zanine Caldas, Rodrigues was the pioneer to transform the Brazilian design in industrial design and make it known worldwide. He began his work in the field of architecture in the project of the civic center along with architects David Azambuja, Flávio Régis do Nascimento e Olavo redig de Campos.
\n
\nHe had the peak of his career in the 50s and 60s. Working with furniture design in the modernism era, bringing the Brazilian identity to his projects, both in the design and traditional materials – leather, wood and rattan – exalting the Brazilian and native culture.
\n
\nThe Tonico chair was designed circa 1963, and named after Sergio's brother in law who loved the chair design. We have a pair available, newly reupholstered. Price is per chair.",,,,taxable,,1,1,1,0,0,,,,,0,,,22800,"Chairs, Consignment, Eternity Design Collection, Growing Home with Jamie Durie, Chairs > Lounge chairs, Chairs > Occasional Chairs, Designers > Sergio Rodrigues",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/12/tonico-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/tonico-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/tonico-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/tonico-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/tonico-3.jpg",,,,,,,,,0,,Designer,Sergio Rodrigues,1,1,default,5.27151E+15,yes,yes,,product,,210,Country,Brazil,1,1,Year,1960's,1,1,Materials,"Brazilian Rosewood, New upholstery",1,1,,,,,,,,,,[],"[""""]",555,10/12/2022,24/12/2022,5.27151E+15,no,0,1,1730602625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47700,simple,SYS02,,Loop Rocking Chair by Willy Guhl for Eternit Brazil - Eternity Design Collections,1,0,visible,"One of the most recognised (and sought after) pieces of midcentury design - the Willy Guhl Loop Chair, produced by Eternit Brazil and presented by Eternity Collections. For the Loop chair - the Swiss furniture designer created a wooden mould which allowed a single fibre cement sheet to be shaped before hardening. Pair available. Price is per chair.",,,,taxable,,0,0,1,0,0,,,,,0,,,8950,"Chairs, Consignment, Eternity Design Collection, Chairs > Lounge chairs, New, Chairs > Occasional Chairs, Outdoor, Designers > Willy Guhl",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/12/guhl-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/guhl-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/guhl-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/guhl-02.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/guhl-01.jpg",,,,,,,,,0,,Designer,Willy Guhl,1,1,default,5.74972E+15,yes,yes,,product,,210,Producer,Eternit Brazil,1,1,Country,Brazil,1,1,Year,1960's,1,1,,,,,,,,,,[],"[""""]",555,10/12/2022,24/12/2022,5.74972E+15,no,1,0,1670734053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47704,simple,SYS78,,Lounge Chair by Martin Eisler and Carlo Hauner. Brazil. Eternity Design Collections,1,0,visible,"Hauner and Eisler’s designs are characterized by the use of Brazilian woods, thin tubular frames and range from furniture, to ceramics and textiles. Some of their most famous designs are the concha / haia chair (in English often referred to as ‘shell’ chair) and the ‘Costela’ lounge chair. Priced at $19,200.",,,,taxable,,1,1,1,0,0,,,,,0,,,19200,"Chairs, Consignment, Eternity Design Collection, Growing Home with Jamie Durie, Chairs > Lounge chairs, Designers > Martin Eisler and Carlo Hauner, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-wooden-arms-6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-wooden-arms-5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-wooden-arms-4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-wooden-arms-1.jpg",,,,,,,,,0,,Designer,Martin Eisler and Carlo Hauner,1,1,default,5.85522E+15,yes,yes,,product,,210,Country,Brazil,1,1,Year,1960's,1,1,Materials,"bouclé upholstery, iron frame",1,1,,,,,,,,,,[],"[""""]",555,10/12/2022,24/12/2022,5.85522E+15,no,0,1,1731638844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47711,simple,SYS79,,Shell Chair by Martin Eisler and Carlo Hauner. Brazil. Eternity Design Collections,1,0,visible,"This piece is currently featured in the new TV show  ‘Growing Home with Jamie Durie’ showing on Channel 7 and 7 plus at 830pm on Friday nights.
\n
\nFollow Jamie and Ameka’s journey as they create the ultimate off grid home.
\n
\nInstagram - @growinghomewithjamiedurie
\n
\nWebsite – <a href=""https://www.growinghomewithjamiedurie.com.au/"">https://www.growinghomewithjamiedurie.com.au/</a>
\n
\nBorn in 1913 in Vienna, Austria, Martin Eisler received his architecture degree in 1936. However, as in the life of so many Brazilian designers, it was the looming thundercloud of the second world war that made him move just after his studies were finished. First to Czechoslovakia (where his parents lived) and later, in 1938, to Argentina. Here Eisler began to exercise his profession as an architect and interior designer and opened up his interior design firm, later named Interieur Forma. In the early 1950s he decided to move to Brazil.
\n
\nBorn in Brescia in 1927, Carlo Hauner studied technical drawing and drawing at the Brera Academy in Milan, Italy. In 1948, he successfully participated in the Venice Biennale after which he moved to Brazil, where he dedicated himself to the design of textile, ceramics, furniture and architecture. In only a very short time he founded a furniture production company and purchased a factory from Lino Ba Bardi and her husband Pietro Bardi, renaming it Móveis Artesanal.
\n
\nIn 1953 Hauner met Martin Eisler, who was looking for help to produce furniture for the home of his brother-in-law, Ernesto Wolf. Eisler reached out to Hauner and the rest is history. The two men connected and with Wolf’s financial backing, they opened Galeria Artesanal (a store to their company Móveis Artesenal) on a busy street in São Paulo. Being highly ambitious and with an eye on the international market as well as the upcoming office market, Móvies Artesanal later changed into Forma. Together with Oca, Forma became one of the biggest names in Brazilian furniture production. Even managing to attract an exclusive licence to sell Knoll furniture bringing big names in international design such as Mies Van Der Rohe, Charles Eames and Harry Bertoia to the Brazilian furniture market.
\n
\nHauner and Eisler’s designs are characterized by the use of Brazilian woods, thin tubular frames and range from furniture, to ceramics and textiles. Some of their most famous designs are the concha / haia chair (in English often referred to as ‘shell’ chair) and the ‘Costela’ lounge chair. In 1958 Hauner, supposedly on instigation of his Italian wife, decided to return to Italy to open Forma di Brescia, which catered to e.g., the embassy of Brazil in Rome and Vatican City. Eventually Hauner sold his part of the company, leaving Eisler solely at the helm, to focus himself on painting and the making of wine on Salina, a little isle just above Sicily. After a full life the artist, designer and serial entrepreneur died in 1997. Chair priced at $14,300.",,,,taxable,,1,1,1,0,0,,,,,0,,,,"Chairs, Consignment, Eternity Design Collection, Growing Home with Jamie Durie, Chairs > Lounge chairs, Designers > Martin Eisler and Carlo Hauner, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-shell-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/Photo-18-9-2023-11-25-05-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/Photo-18-9-2023-11-26-25-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/Photo-18-9-2023-11-27-09-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/Photo-18-9-2023-11-25-51-am.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-shell-2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-shell-3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2022/12/hauner-shell-4.jpg",,,,,,,,,0,,Year,1960's,1,1,default,5.40618E+15,yes,no,,product,,210,Materials,"iron frame, wool upholstery",1,1,,,,,,,,,,,,,,,,,,[],"[""""]",555,22/09/2023,4/10/2023,5.40618E+15,no,0,1,1730602439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
